ano,mes,data,regiao,uf,cidade,cargo,senioridade,tecnologia,modalidade,salario_medio,quantidade_vagas,empresa_setor,nivel_demanda
2019,1,2019-01-01,Nordeste,BA,Feira de Santana,DevOps,Sênior,SQL,Remoto,9959.06,38,Educação,Médio
2019,1,2019-01-01,Nordeste,PE,Recife,Analista de Dados,Júnior,Java,Presencial,8734.35,44,Governo,Crítico
2019,1,2019-01-01,Nordeste,PE,Jaboatão dos Guararapes,Dev Frontend,Júnior,AWS,Remoto,4064.53,38,Fintech,Médio
2019,1,2019-01-01,Nordeste,CE,Fortaleza,Dev Frontend,Pleno,Power BI,Híbrido,12187.76,44,Fintech,Baixo
2019,1,2019-01-01,Nordeste,CE,Juazeiro do Norte,DevOps,Sênior,Power BI,Remoto,11232.89,35,Varejo,Baixo
2019,1,2019-01-01,Nordeste,MA,São Luís,DevOps,Sênior,Power BI,Híbrido,13510.22,39,Educação,Crítico
2019,1,2019-01-01,Nordeste,PB,João Pessoa,Analista de Dados,Júnior,Python,Presencial,3090.6,36,Fintech,Crítico
2019,1,2019-01-01,Centro-Oeste,DF,Brasília,Dev Frontend,Pleno,AWS,Remoto,7515.1,33,Educação,Crítico
2019,1,2019-01-01,Centro-Oeste,GO,Goiânia,Dev Frontend,Júnior,JavaScript,Presencial,4676.98,30,Educação,Alto
2019,1,2019-01-01,Centro-Oeste,GO,Aparecida de Goiânia,Cientista de Dados,Pleno,Java,Presencial,11794.93,45,Varejo,Crítico
2019,1,2019-01-01,Centro-Oeste,MT,Cuiabá,Dev Frontend,Júnior,JavaScript,Presencial,10219.52,45,Saúde,Alto
2019,1,2019-01-01,Centro-Oeste,MS,Campo Grande,Analista de Dados,Sênior,Java,Presencial,12425.22,38,Saúde,Baixo
2019,1,2019-01-01,Sudeste,SP,São Paulo,Dev Frontend,Pleno,AWS,Remoto,16339.14,37,Varejo,Crítico
2019,1,2019-01-01,Sudeste,SP,Campinas,DevOps,Sênior,Python,Remoto,4348.52,38,Governo,Baixo
2019,1,2019-01-01,Sudeste,SP,Ribeirão Preto,Analista de Dados,Pleno,Java,Remoto,15036.47,28,Varejo,Alto
2019,1,2019-01-01,Sudeste,RJ,Rio de Janeiro,Dev Frontend,Júnior,Python,Híbrido,5761.04,39,Educação,Baixo
2019,1,2019-01-01,Sudeste,RJ,Niterói,Dev Frontend,Sênior,Java,Híbrido,12999.77,41,Varejo,Alto
2019,1,2019-01-01,Sudeste,RJ,Nova Iguaçu,Dev Frontend,Júnior,SQL,Híbrido,16218.94,43,Saúde,Alto
2019,1,2019-01-01,Sudeste,RJ,Petrópolis,Dev Backend,Sênior,AWS,Remoto,15584.44,45,Governo,Alto
2019,1,2019-01-01,Sudeste,MG,Belo Horizonte,Cientista de Dados,Pleno,JavaScript,Remoto,8836.0,43,Saúde,Alto
2019,1,2019-01-01,Sudeste,MG,Uberlândia,Cientista de Dados,Júnior,JavaScript,Presencial,9434.01,37,Fintech,Crítico
2019,1,2019-01-01,Sudeste,MG,Juiz de Fora,Analista de Dados,Pleno,JavaScript,Remoto,16599.31,43,Fintech,Crítico
2019,1,2019-01-01,Sudeste,ES,Vitória,Cientista de Dados,Sênior,JavaScript,Híbrido,3992.18,35,Varejo,Médio
2019,1,2019-01-01,Sudeste,ES,Vila Velha,DevOps,Sênior,Power BI,Presencial,6441.9,36,Fintech,Alto
2019,1,2019-01-01,Sudeste,ES,Serra,DevOps,Sênior,Power BI,Presencial,3605.23,43,Saúde,Crítico
2019,1,2019-01-01,Sul,PR,Curitiba,Analista de Dados,Pleno,Python,Híbrido,15237.03,38,Educação,Baixo
2019,1,2019-01-01,Sul,PR,Londrina,Dev Frontend,Sênior,JavaScript,Remoto,10056.97,38,Saúde,Médio
2019,1,2019-01-01,Sul,SC,Florianópolis,Dev Frontend,Sênior,Java,Presencial,14799.67,49,Saúde,Baixo
2019,1,2019-01-01,Sul,SC,Joinville,Cientista de Dados,Pleno,AWS,Híbrido,16344.27,50,Saúde,Crítico
2019,1,2019-01-01,Sul,RS,Porto Alegre,DevOps,Pleno,Python,Remoto,11956.15,44,Saúde,Alto
2019,1,2019-01-01,Sul,RS,Caxias do Sul,Analista de Dados,Sênior,JavaScript,Presencial,4743.9,39,Governo,Alto
2019,2,2019-02-01,Norte,AM,Manaus,Cientista de Dados,Júnior,JavaScript,Remoto,17826.39,42,Educação,Crítico
2019,2,2019-02-01,Norte,PA,Belém,DevOps,Sênior,AWS,Remoto,7148.18,42,Educação,Baixo
2019,2,2019-02-01,Norte,PA,Santarém,Cientista de Dados,Sênior,Python,Híbrido,5607.79,45,Saúde,Crítico
2019,2,2019-02-01,Norte,RO,Porto Velho,Cientista de Dados,Sênior,Power BI,Remoto,3326.54,42,Fintech,Alto
2019,2,2019-02-01,Norte,TO,Palmas,Cientista de Dados,Júnior,Power BI,Presencial,5850.73,47,Varejo,Alto
2019,2,2019-02-01,Nordeste,BA,Salvador,DevOps,Júnior,AWS,Presencial,14988.51,38,Governo,Baixo
2019,2,2019-02-01,Nordeste,BA,Feira de Santana,Dev Backend,Júnior,SQL,Remoto,9107.59,37,Governo,Médio
2019,2,2019-02-01,Nordeste,PE,Recife,Dev Frontend,Júnior,SQL,Híbrido,8882.9,39,Varejo,Alto
2019,2,2019-02-01,Nordeste,PE,Jaboatão dos Guararapes,Cientista de Dados,Júnior,AWS,Remoto,12682.22,55,Varejo,Médio
2019,2,2019-02-01,Nordeste,CE,Fortaleza,Analista de Dados,Júnior,JavaScript,Híbrido,3063.21,40,Saúde,Médio
2019,2,2019-02-01,Nordeste,CE,Juazeiro do Norte,Cientista de Dados,Júnior,Python,Híbrido,16092.09,37,Fintech,Crítico
2019,2,2019-02-01,Nordeste,MA,São Luís,DevOps,Pleno,SQL,Remoto,4410.4,38,Varejo,Crítico
2019,2,2019-02-01,Nordeste,PB,João Pessoa,Dev Backend,Pleno,SQL,Híbrido,15076.61,38,Saúde,Crítico
2019,2,2019-02-01,Centro-Oeste,DF,Brasília,Dev Backend,Pleno,Python,Remoto,6139.84,32,Educação,Baixo
2019,2,2019-02-01,Centro-Oeste,GO,Goiânia,Cientista de Dados,Júnior,AWS,Híbrido,17001.12,43,Governo,Baixo
2019,2,2019-02-01,Centro-Oeste,GO,Aparecida de Goiânia,Cientista de Dados,Júnior,Python,Híbrido,5164.52,46,Governo,Baixo
2019,2,2019-02-01,Centro-Oeste,MT,Cuiabá,DevOps,Sênior,Python,Presencial,12821.57,42,Governo,Alto
2019,2,2019-02-01,Centro-Oeste,MS,Campo Grande,Analista de Dados,Júnior,Power BI,Remoto,6675.14,37,Fintech,Médio
2019,2,2019-02-01,Sudeste,SP,São Paulo,Dev Frontend,Júnior,Python,Híbrido,5078.59,51,Varejo,Alto
2019,2,2019-02-01,Sudeste,SP,Campinas,Cientista de Dados,Sênior,Java,Remoto,7504.21,36,Governo,Crítico
2019,2,2019-02-01,Sudeste,SP,Ribeirão Preto,DevOps,Sênior,Python,Híbrido,10757.61,38,Saúde,Crítico
2019,2,2019-02-01,Sudeste,RJ,Rio de Janeiro,DevOps,Júnior,Power BI,Remoto,8358.04,39,Varejo,Alto
2019,2,2019-02-01,Sudeste,RJ,Niterói,Analista de Dados,Sênior,AWS,Remoto,12434.74,35,Fintech,Crítico
2019,2,2019-02-01,Sudeste,RJ,Nova Iguaçu,Dev Frontend,Júnior,JavaScript,Presencial,3374.45,47,Governo,Alto
2019,2,2019-02-01,Sudeste,RJ,Petrópolis,Analista de Dados,Júnior,JavaScript,Remoto,4258.9,43,Educação,Médio
2019,2,2019-02-01,Sudeste,MG,Belo Horizonte,Cientista de Dados,Pleno,Python,Híbrido,14037.7,37,Saúde,Baixo
2019,2,2019-02-01,Sudeste,MG,Uberlândia,Dev Frontend,Sênior,Power BI,Híbrido,7016.75,39,Governo,Baixo
2019,2,2019-02-01,Sudeste,MG,Juiz de Fora,Dev Frontend,Júnior,JavaScript,Híbrido,6109.68,35,Fintech,Alto
2019,2,2019-02-01,Sudeste,ES,Vitória,Dev Frontend,Sênior,Power BI,Remoto,14783.14,35,Fintech,Médio
2019,2,2019-02-01,Sudeste,ES,Vila Velha,Analista de Dados,Júnior,SQL,Remoto,7543.37,37,Varejo,Baixo
2019,2,2019-02-01,Sudeste,ES,Serra,Dev Frontend,Sênior,AWS,Híbrido,15125.13,43,Educação,Crítico
2019,2,2019-02-01,Sul,PR,Curitiba,Analista de Dados,Júnior,Java,Remoto,3979.02,42,Fintech,Alto
2019,2,2019-02-01,Sul,PR,Londrina,DevOps,Pleno,Python,Presencial,8987.72,40,Educação,Crítico
2019,2,2019-02-01,Sul,SC,Florianópolis,Cientista de Dados,Sênior,SQL,Híbrido,8730.82,33,Educação,Médio
2019,2,2019-02-01,Sul,SC,Joinville,Analista de Dados,Sênior,Power BI,Híbrido,12849.18,43,Governo,Alto
2019,2,2019-02-01,Sul,RS,Porto Alegre,Dev Backend,Pleno,Java,Presencial,5640.02,36,Governo,Baixo
2019,2,2019-02-01,Sul,RS,Caxias do Sul,Analista de Dados,Pleno,JavaScript,Remoto,3255.75,36,Governo,Médio
2019,3,2019-03-01,Norte,AM,Manaus,Dev Backend,Sênior,Power BI,Híbrido,17356.95,35,Educação,Alto
2019,3,2019-03-01,Norte,PA,Belém,Dev Backend,Júnior,JavaScript,Híbrido,7024.42,35,Varejo,Alto
2019,3,2019-03-01,Norte,PA,Santarém,Dev Backend,Sênior,Java,Presencial,3201.46,45,Fintech,Alto
2019,3,2019-03-01,Norte,RO,Porto Velho,Dev Backend,Júnior,AWS,Presencial,17616.29,46,Governo,Médio
2019,3,2019-03-01,Norte,TO,Palmas,Dev Backend,Pleno,AWS,Remoto,6602.28,37,Varejo,Crítico
2019,3,2019-03-01,Nordeste,BA,Salvador,DevOps,Pleno,AWS,Híbrido,7485.95,35,Varejo,Alto
2019,3,2019-03-01,Nordeste,BA,Feira de Santana,Analista de Dados,Pleno,Python,Remoto,7257.91,27,Governo,Médio
2019,3,2019-03-01,Nordeste,PE,Recife,Dev Backend,Pleno,Java,Presencial,13931.64,43,Saúde,Alto
2019,3,2019-03-01,Nordeste,PE,Jaboatão dos Guararapes,Dev Backend,Pleno,SQL,Remoto,5193.18,28,Varejo,Alto
2019,3,2019-03-01,Nordeste,CE,Fortaleza,Cientista de Dados,Pleno,Python,Presencial,9425.24,41,Educação,Alto
2019,3,2019-03-01,Nordeste,CE,Juazeiro do Norte,Cientista de Dados,Pleno,Python,Presencial,7839.36,50,Fintech,Alto
2019,3,2019-03-01,Nordeste,MA,São Luís,DevOps,Pleno,JavaScript,Presencial,15562.71,45,Saúde,Médio
2019,3,2019-03-01,Nordeste,PB,João Pessoa,Analista de Dados,Sênior,AWS,Presencial,7069.23,34,Educação,Baixo
2019,3,2019-03-01,Centro-Oeste,DF,Brasília,Dev Frontend,Pleno,Python,Remoto,3973.84,37,Governo,Médio
2019,3,2019-03-01,Centro-Oeste,GO,Goiânia,Cientista de Dados,Pleno,JavaScript,Híbrido,14305.01,40,Saúde,Médio
2019,3,2019-03-01,Centro-Oeste,GO,Aparecida de Goiânia,Dev Frontend,Júnior,JavaScript,Presencial,12783.89,54,Varejo,Crítico
2019,3,2019-03-01,Centro-Oeste,MT,Cuiabá,Analista de Dados,Sênior,Python,Híbrido,7531.86,46,Varejo,Alto
2019,3,2019-03-01,Centro-Oeste,MS,Campo Grande,Cientista de Dados,Sênior,Java,Presencial,10363.22,43,Governo,Alto
2019,3,2019-03-01,Sudeste,SP,São Paulo,DevOps,Pleno,Python,Remoto,14521.71,37,Governo,Alto
2019,3,2019-03-01,Sudeste,SP,Campinas,DevOps,Júnior,Java,Remoto,13824.17,42,Saúde,Crítico
2019,3,2019-03-01,Sudeste,SP,Ribeirão Preto,Analista de Dados,Sênior,Python,Remoto,6902.27,41,Saúde,Médio
2019,3,2019-03-01,Sudeste,RJ,Rio de Janeiro,DevOps,Sênior,SQL,Presencial,6441.1,57,Governo,Médio
2019,3,2019-03-01,Sudeste,RJ,Niterói,Dev Frontend,Júnior,Java,Remoto,15882.86,39,Varejo,Crítico
2019,3,2019-03-01,Sudeste,RJ,Nova Iguaçu,Dev Frontend,Júnior,SQL,Presencial,6781.77,40,Educação,Crítico
2019,3,2019-03-01,Sudeste,RJ,Petrópolis,DevOps,Júnior,AWS,Híbrido,14469.42,33,Saúde,Crítico
2019,3,2019-03-01,Sudeste,MG,Belo Horizonte,Dev Frontend,Júnior,Python,Presencial,8245.63,38,Varejo,Alto
2019,3,2019-03-01,Sudeste,MG,Uberlândia,Dev Backend,Sênior,AWS,Remoto,10032.23,41,Saúde,Crítico
2019,3,2019-03-01,Sudeste,MG,Juiz de Fora,Cientista de Dados,Júnior,Java,Remoto,6454.83,48,Governo,Baixo
2019,3,2019-03-01,Sudeste,ES,Vitória,Analista de Dados,Júnior,SQL,Presencial,15264.0,43,Educação,Alto
2019,3,2019-03-01,Sudeste,ES,Vila Velha,Analista de Dados,Júnior,SQL,Remoto,15314.65,45,Saúde,Crítico
2019,3,2019-03-01,Sudeste,ES,Serra,DevOps,Júnior,Power BI,Híbrido,11629.48,37,Saúde,Médio
2019,3,2019-03-01,Sul,PR,Curitiba,Dev Frontend,Sênior,Java,Remoto,13328.12,33,Varejo,Crítico
2019,3,2019-03-01,Sul,PR,Londrina,Dev Frontend,Pleno,SQL,Remoto,11653.21,47,Fintech,Alto
2019,3,2019-03-01,Sul,SC,Florianópolis,Cientista de Dados,Júnior,AWS,Híbrido,16696.78,38,Governo,Médio
2019,3,2019-03-01,Sul,SC,Joinville,Cientista de Dados,Pleno,JavaScript,Presencial,7658.54,35,Fintech,Crítico
2019,3,2019-03-01,Sul,RS,Porto Alegre,Cientista de Dados,Júnior,SQL,Híbrido,7587.8,52,Saúde,Médio
2019,3,2019-03-01,Sul,RS,Caxias do Sul,Dev Backend,Sênior,JavaScript,Híbrido,14728.21,40,Varejo,Alto
2019,4,2019-04-01,Norte,AM,Manaus,Cientista de Dados,Sênior,AWS,Remoto,9310.38,40,Governo,Alto
2019,4,2019-04-01,Norte,PA,Belém,Dev Frontend,Sênior,JavaScript,Híbrido,15005.37,33,Varejo,Crítico
2019,4,2019-04-01,Norte,PA,Santarém,Dev Frontend,Sênior,Python,Presencial,6153.13,48,Varejo,Crítico
2019,4,2019-04-01,Norte,RO,Porto Velho,Dev Backend,Pleno,Python,Remoto,12035.37,48,Saúde,Baixo
2019,4,2019-04-01,Norte,TO,Palmas,Dev Backend,Sênior,AWS,Híbrido,10797.43,43,Fintech,Baixo
2019,4,2019-04-01,Nordeste,BA,Salvador,Cientista de Dados,Júnior,SQL,Híbrido,15966.67,38,Governo,Crítico
2019,4,2019-04-01,Nordeste,BA,Feira de Santana,Analista de Dados,Júnior,Java,Remoto,17250.5,39,Educação,Crítico
2019,4,2019-04-01,Nordeste,PE,Recife,Analista de Dados,Pleno,AWS,Presencial,14547.28,52,Educação,Baixo
2019,4,2019-04-01,Nordeste,PE,Jaboatão dos Guararapes,Analista de Dados,Sênior,JavaScript,Presencial,14725.27,40,Varejo,Baixo
2019,4,2019-04-01,Nordeste,CE,Fortaleza,DevOps,Sênior,SQL,Híbrido,10235.11,41,Educação,Alto
2019,4,2019-04-01,Nordeste,CE,Juazeiro do Norte,Cientista de Dados,Sênior,JavaScript,Híbrido,13178.88,48,Varejo,Crítico
2019,4,2019-04-01,Nordeste,MA,São Luís,Dev Backend,Pleno,Power BI,Híbrido,9598.53,36,Fintech,Baixo
2019,4,2019-04-01,Nordeste,PB,João Pessoa,Analista de Dados,Pleno,Power BI,Presencial,13310.7,36,Governo,Crítico
2019,4,2019-04-01,Centro-Oeste,DF,Brasília,Cientista de Dados,Júnior,SQL,Remoto,9911.32,46,Saúde,Baixo
2019,4,2019-04-01,Centro-Oeste,GO,Goiânia,DevOps,Sênior,Power BI,Híbrido,4485.29,32,Educação,Alto
2019,4,2019-04-01,Centro-Oeste,GO,Aparecida de Goiânia,Analista de Dados,Pleno,AWS,Presencial,3693.72,39,Fintech,Médio
2019,4,2019-04-01,Centro-Oeste,MT,Cuiabá,Cientista de Dados,Pleno,SQL,Híbrido,13778.5,41,Saúde,Alto
2019,4,2019-04-01,Centro-Oeste,MS,Campo Grande,Analista de Dados,Sênior,Java,Híbrido,12595.13,36,Governo,Crítico
2019,4,2019-04-01,Sudeste,SP,São Paulo,Dev Backend,Júnior,SQL,Remoto,6077.18,40,Varejo,Baixo
2019,4,2019-04-01,Sudeste,SP,Campinas,DevOps,Júnior,Power BI,Remoto,17380.92,42,Governo,Alto
2019,4,2019-04-01,Sudeste,SP,Ribeirão Preto,Dev Frontend,Júnior,Python,Híbrido,14261.94,48,Fintech,Baixo
2019,4,2019-04-01,Sudeste,RJ,Rio de Janeiro,DevOps,Pleno,SQL,Remoto,9819.63,41,Fintech,Alto
2019,4,2019-04-01,Sudeste,RJ,Niterói,Dev Frontend,Júnior,SQL,Presencial,11002.07,28,Governo,Baixo
2019,4,2019-04-01,Sudeste,RJ,Nova Iguaçu,Analista de Dados,Pleno,AWS,Híbrido,11044.12,42,Educação,Baixo
2019,4,2019-04-01,Sudeste,RJ,Petrópolis,DevOps,Sênior,Python,Remoto,12202.34,50,Educação,Crítico
2019,4,2019-04-01,Sudeste,MG,Belo Horizonte,Cientista de Dados,Sênior,Power BI,Remoto,16186.33,44,Saúde,Crítico
2019,4,2019-04-01,Sudeste,MG,Uberlândia,Cientista de Dados,Júnior,Java,Presencial,17536.15,38,Governo,Alto
2019,4,2019-04-01,Sudeste,MG,Juiz de Fora,Dev Backend,Sênior,JavaScript,Presencial,15716.31,40,Fintech,Médio
2019,4,2019-04-01,Sudeste,ES,Vitória,Dev Backend,Sênior,Java,Presencial,9672.89,37,Governo,Alto
2019,4,2019-04-01,Sudeste,ES,Vila Velha,Dev Frontend,Júnior,AWS,Remoto,8210.04,36,Saúde,Crítico
2019,4,2019-04-01,Sudeste,ES,Serra,DevOps,Pleno,Power BI,Presencial,12283.59,39,Saúde,Alto
2019,4,2019-04-01,Sul,PR,Curitiba,Dev Backend,Sênior,SQL,Remoto,6129.0,49,Saúde,Médio
2019,4,2019-04-01,Sul,PR,Londrina,Analista de Dados,Júnior,Python,Remoto,11028.14,44,Fintech,Crítico
2019,4,2019-04-01,Sul,SC,Florianópolis,DevOps,Pleno,JavaScript,Remoto,4471.81,47,Fintech,Médio
2019,4,2019-04-01,Sul,SC,Joinville,Analista de Dados,Pleno,SQL,Híbrido,15767.66,47,Saúde,Médio
2019,4,2019-04-01,Sul,RS,Porto Alegre,Dev Frontend,Sênior,Power BI,Híbrido,16455.24,36,Varejo,Médio
2019,4,2019-04-01,Sul,RS,Caxias do Sul,Analista de Dados,Pleno,SQL,Presencial,9505.36,36,Governo,Baixo
2019,5,2019-05-01,Norte,AM,Manaus,Cientista de Dados,Pleno,JavaScript,Remoto,9828.17,44,Fintech,Alto
2019,5,2019-05-01,Norte,PA,Belém,DevOps,Sênior,JavaScript,Presencial,12582.13,41,Varejo,Alto
2019,5,2019-05-01,Norte,PA,Santarém,Dev Backend,Júnior,JavaScript,Remoto,9853.51,42,Governo,Médio
2019,5,2019-05-01,Norte,RO,Porto Velho,Cientista de Dados,Pleno,AWS,Híbrido,17451.43,32,Fintech,Crítico
2019,5,2019-05-01,Norte,TO,Palmas,Dev Frontend,Sênior,SQL,Híbrido,12556.72,42,Varejo,Baixo
2019,5,2019-05-01,Nordeste,BA,Salvador,Cientista de Dados,Sênior,JavaScript,Remoto,15232.25,41,Fintech,Alto
2019,5,2019-05-01,Nordeste,BA,Feira de Santana,Dev Frontend,Pleno,Java,Híbrido,3102.7,42,Governo,Baixo
2019,5,2019-05-01,Nordeste,PE,Recife,Dev Frontend,Júnior,AWS,Híbrido,9443.35,37,Fintech,Crítico
2019,5,2019-05-01,Nordeste,PE,Jaboatão dos Guararapes,Dev Backend,Sênior,SQL,Híbrido,13032.05,51,Varejo,Médio
2019,5,2019-05-01,Nordeste,CE,Fortaleza,Analista de Dados,Pleno,SQL,Presencial,14310.43,35,Varejo,Alto
2019,5,2019-05-01,Nordeste,CE,Juazeiro do Norte,Dev Backend,Pleno,Power BI,Remoto,3121.02,46,Varejo,Crítico
2019,5,2019-05-01,Nordeste,MA,São Luís,Analista de Dados,Júnior,Power BI,Remoto,16962.51,37,Fintech,Médio
2019,5,2019-05-01,Nordeste,PB,João Pessoa,Dev Frontend,Pleno,JavaScript,Remoto,7378.17,46,Fintech,Médio
2019,5,2019-05-01,Centro-Oeste,DF,Brasília,Cientista de Dados,Júnior,JavaScript,Híbrido,11031.56,48,Fintech,Alto
2019,5,2019-05-01,Centro-Oeste,GO,Goiânia,DevOps,Júnior,Power BI,Presencial,5514.3,40,Saúde,Alto
2019,5,2019-05-01,Centro-Oeste,GO,Aparecida de Goiânia,DevOps,Júnior,Power BI,Remoto,10302.02,42,Fintech,Crítico
2019,5,2019-05-01,Centro-Oeste,MT,Cuiabá,Dev Backend,Pleno,JavaScript,Híbrido,3671.0,48,Saúde,Alto
2019,5,2019-05-01,Centro-Oeste,MS,Campo Grande,Cientista de Dados,Sênior,Python,Híbrido,17157.15,42,Fintech,Crítico
2019,5,2019-05-01,Sudeste,SP,São Paulo,Dev Frontend,Pleno,Java,Presencial,6025.23,42,Governo,Médio
2019,5,2019-05-01,Sudeste,SP,Campinas,Dev Frontend,Júnior,JavaScript,Presencial,16520.49,39,Educação,Alto
2019,5,2019-05-01,Sudeste,SP,Ribeirão Preto,Dev Frontend,Sênior,JavaScript,Presencial,5611.72,47,Educação,Baixo
2019,5,2019-05-01,Sudeste,RJ,Rio de Janeiro,Cientista de Dados,Sênior,AWS,Presencial,16376.09,49,Saúde,Crítico
2019,5,2019-05-01,Sudeste,RJ,Niterói,DevOps,Sênior,SQL,Remoto,5227.97,38,Saúde,Crítico
2019,5,2019-05-01,Sudeste,RJ,Nova Iguaçu,Dev Frontend,Júnior,JavaScript,Híbrido,4720.9,34,Varejo,Médio
2019,5,2019-05-01,Sudeste,RJ,Petrópolis,Dev Backend,Pleno,JavaScript,Presencial,12055.09,41,Governo,Médio
2019,5,2019-05-01,Sudeste,MG,Belo Horizonte,Dev Backend,Júnior,Power BI,Remoto,11055.18,43,Governo,Alto
2019,5,2019-05-01,Sudeste,MG,Uberlândia,Dev Backend,Júnior,SQL,Remoto,10426.56,34,Educação,Crítico
2019,5,2019-05-01,Sudeste,MG,Juiz de Fora,Dev Frontend,Sênior,Power BI,Híbrido,3220.39,39,Varejo,Médio
2019,5,2019-05-01,Sudeste,ES,Vitória,Dev Frontend,Pleno,AWS,Presencial,4493.13,36,Educação,Médio
2019,5,2019-05-01,Sudeste,ES,Vila Velha,DevOps,Júnior,AWS,Remoto,8102.72,32,Varejo,Alto
2019,5,2019-05-01,Sudeste,ES,Serra,Dev Frontend,Sênior,SQL,Híbrido,3382.18,34,Saúde,Baixo
2019,5,2019-05-01,Sul,PR,Curitiba,Dev Frontend,Pleno,Power BI,Remoto,12883.19,35,Saúde,Alto
2019,5,2019-05-01,Sul,PR,Londrina,DevOps,Pleno,SQL,Híbrido,12809.81,34,Governo,Baixo
2019,5,2019-05-01,Sul,SC,Florianópolis,Dev Frontend,Sênior,AWS,Presencial,9670.65,30,Saúde,Médio
2019,5,2019-05-01,Sul,SC,Joinville,DevOps,Júnior,AWS,Remoto,3261.45,38,Fintech,Baixo
2019,5,2019-05-01,Sul,RS,Porto Alegre,Analista de Dados,Júnior,AWS,Híbrido,14623.98,51,Saúde,Crítico
2019,5,2019-05-01,Sul,RS,Caxias do Sul,Dev Backend,Júnior,SQL,Híbrido,8001.86,35,Varejo,Crítico
2019,6,2019-06-01,Norte,AM,Manaus,DevOps,Júnior,Java,Remoto,16772.58,39,Fintech,Alto
2019,6,2019-06-01,Norte,PA,Belém,Dev Frontend,Sênior,Java,Híbrido,14061.02,41,Fintech,Baixo
2019,6,2019-06-01,Norte,PA,Santarém,Dev Frontend,Pleno,AWS,Presencial,14212.64,54,Saúde,Alto
2019,6,2019-06-01,Norte,RO,Porto Velho,Cientista de Dados,Júnior,Java,Presencial,14209.83,44,Saúde,Crítico
2019,6,2019-06-01,Norte,TO,Palmas,Cientista de Dados,Sênior,SQL,Remoto,15838.6,40,Fintech,Médio
2019,6,2019-06-01,Nordeste,BA,Salvador,Cientista de Dados,Júnior,Power BI,Presencial,4326.06,32,Varejo,Médio
2019,6,2019-06-01,Nordeste,BA,Feira de Santana,Dev Backend,Sênior,Java,Presencial,4043.2,32,Saúde,Baixo
2019,6,2019-06-01,Nordeste,PE,Recife,Dev Backend,Pleno,JavaScript,Híbrido,16821.32,36,Saúde,Baixo
2019,6,2019-06-01,Nordeste,PE,Jaboatão dos Guararapes,Dev Backend,Pleno,AWS,Remoto,13497.14,47,Educação,Alto
2019,6,2019-06-01,Nordeste,CE,Fortaleza,Cientista de Dados,Pleno,SQL,Híbrido,17850.62,39,Governo,Médio
2019,6,2019-06-01,Nordeste,CE,Juazeiro do Norte,Dev Frontend,Sênior,JavaScript,Presencial,16248.25,35,Educação,Médio
2019,6,2019-06-01,Nordeste,MA,São Luís,Analista de Dados,Sênior,Python,Presencial,14707.3,42,Varejo,Médio
2019,6,2019-06-01,Nordeste,PB,João Pessoa,Dev Backend,Júnior,Python,Remoto,5834.37,42,Saúde,Alto
2019,6,2019-06-01,Centro-Oeste,DF,Brasília,Dev Frontend,Sênior,SQL,Remoto,9788.19,39,Governo,Baixo
2019,6,2019-06-01,Centro-Oeste,GO,Goiânia,Dev Backend,Pleno,Power BI,Híbrido,17960.34,47,Governo,Médio
2019,6,2019-06-01,Centro-Oeste,GO,Aparecida de Goiânia,Analista de Dados,Pleno,Python,Remoto,11058.87,37,Fintech,Médio
2019,6,2019-06-01,Centro-Oeste,MT,Cuiabá,DevOps,Júnior,Python,Híbrido,13798.9,49,Varejo,Crítico
2019,6,2019-06-01,Centro-Oeste,MS,Campo Grande,Cientista de Dados,Sênior,Python,Presencial,8887.52,35,Saúde,Baixo
2019,6,2019-06-01,Sudeste,SP,São Paulo,Analista de Dados,Júnior,JavaScript,Presencial,6690.32,31,Educação,Alto
2019,6,2019-06-01,Sudeste,SP,Campinas,Dev Backend,Sênior,Python,Presencial,5448.1,37,Educação,Médio
2019,6,2019-06-01,Sudeste,SP,Ribeirão Preto,Dev Backend,Júnior,SQL,Remoto,10355.49,32,Educação,Crítico
2019,6,2019-06-01,Sudeste,RJ,Rio de Janeiro,Analista de Dados,Júnior,Python,Remoto,6830.07,43,Governo,Crítico
2019,6,2019-06-01,Sudeste,RJ,Niterói,Cientista de Dados,Sênior,Python,Remoto,9007.31,33,Fintech,Médio
2019,6,2019-06-01,Sudeste,RJ,Nova Iguaçu,Cientista de Dados,Pleno,SQL,Presencial,4807.59,35,Saúde,Baixo
2019,6,2019-06-01,Sudeste,RJ,Petrópolis,DevOps,Sênior,Power BI,Remoto,15646.55,46,Fintech,Médio
2019,6,2019-06-01,Sudeste,MG,Belo Horizonte,Cientista de Dados,Júnior,Power BI,Híbrido,6960.88,41,Fintech,Alto
2019,6,2019-06-01,Sudeste,MG,Uberlândia,Analista de Dados,Sênior,AWS,Híbrido,9805.59,40,Varejo,Alto
2019,6,2019-06-01,Sudeste,MG,Juiz de Fora,Cientista de Dados,Sênior,Python,Remoto,17003.22,37,Educação,Baixo
2019,6,2019-06-01,Sudeste,ES,Vitória,Cientista de Dados,Sênior,Python,Híbrido,10817.82,44,Varejo,Alto
2019,6,2019-06-01,Sudeste,ES,Vila Velha,DevOps,Sênior,SQL,Remoto,13610.42,43,Educação,Alto
2019,6,2019-06-01,Sudeste,ES,Serra,Dev Backend,Sênior,Power BI,Remoto,8929.22,39,Varejo,Baixo
